m,r,d,seed,n_recover,n_lib,dt,tot_iters
14,1,3,1,97,680,143.6138367652893,15400
14,1,3,2,154,680,90.05641222000122,8075
14,1,3,3,149,680,124.89501118659973,14275
14,1,3,4,144,680,95.32369256019592,11050
14,1,3,5,189,680,58.91926717758179,4350
14,1,3,6,94,680,78.91833806037903,7425
14,1,3,7,131,680,33.245376110076904,2925
14,1,3,8,91,680,41.57174873352051,3500
14,1,3,9,140,680,121.48115944862366,11425
15,1,3,0,194,816,106.0683364868164,8525
15,1,3,1,165,816,149.8291778564453,11100
15,1,3,2,177,816,190.92782425880432,14250
15,1,3,3,155,816,131.79457569122314,12200
15,1,3,4,116,816,143.30246019363403,11250
15,1,3,5,228,816,111.32089424133301,7300
15,1,3,6,152,816,176.95859098434448,13100
15,1,3,7,180,816,166.4780375957489,12625
