m,r,d,seed,n_recover,n_lib,dt,tot_iters
13,3,3,6,334,560,1804.3532960414886,4750
13,3,3,7,321,560,2622.889153242111,10700
13,3,3,8,342,560,2787.605051279068,8125
13,3,3,9,327,560,2624.268536567688,10450
14,3,3,0,413,680,4530.34187245369,11550
14,3,3,1,355,680,4538.370724916458,10675
14,3,3,2,410,680,3761.3404533863068,9025
14,3,3,3,387,680,5878.948793411255,13975
14,3,3,4,410,680,4859.168693304062,11650
14,3,3,5,345,680,5397.679774522781,13000
14,3,3,6,397,680,5185.807823419571,12425
14,3,3,7,339,680,3765.1130952835083,8625
14,3,3,8,431,680,3735.108080625534,8575
14,3,3,9,382,680,4532.058519601822,10800
15,3,3,0,411,816,5317.683639287949,7575
15,3,3,1,451,816,7022.511860609055,10450
15,3,3,2,481,816,7493.431897640228,11325
15,3,3,3,371,816,7378.004737854004,13575
15,3,3,4,485,816,6808.497209072113,9525
15,3,3,5,439,816,5192.8830053806305,6950
15,3,3,6,420,816,6243.918671369553,11325
15,3,3,7,419,816,7262.416061878204,13300
15,3,3,8,400,816,6479.933728456497,11750
15,3,3,9,454,816,5000.465530157089,8850
16,3,3,0,515,969,10793.177872896194,12450
16,3,3,1,455,969,9682.149717569351,11250
16,3,3,2,511,969,10991.845284938812,12950
16,3,3,3,525,969,10427.30731511116,12075
16,3,3,4,543,969,11011.776283025742,12825
16,3,3,5,506,969,11581.615076303482,13700
16,3,3,6,494,969,7054.747609615326,7100
16,3,3,7,418,969,12180.850231170654,14550
16,3,3,8,457,969,14019.16927576065,17200
16,3,3,9,480,969,6941.784553289413,7000
5,3,4,0,120,126,10.7156503200531,1975
5,3,4,1,125,126,30.956011533737183,7450
5,3,4,2,122,126,24.027381658554077,5550
5,3,4,3,123,126,23.82938861846924,5225
5,3,4,4,123,126,24.369139671325684,5550
5,3,4,5,123,126,10.416112422943115,1850
5,3,4,6,119,126,16.045811653137207,3200
5,3,4,7,123,126,10.90760350227356,1900
5,3,4,8,119,126,22.14232110977173,4850
5,3,4,9,122,126,14.174349784851074,2925
6,3,4,0,191,210,55.42311406135559,3650
6,3,4,1,185,210,54.57496905326843,3825
6,3,4,2,199,210,45.03697323799133,2750
6,3,4,3,192,210,47.85283422470093,2825
6,3,4,4,190,210,40.148653984069824,2300
6,3,4,5,187,210,38.95062851905823,2000
6,3,4,6,192,210,47.155434370040894,2725
6,3,4,7,189,210,96.43666791915894,7225
6,3,4,8,184,210,47.833759784698486,2925
6,3,4,9,196,210,95.20209383964539,7200
7,3,4,0,294,330,282.42608523368835,7300
7,3,4,1,282,330,181.5555865764618,3800
7,3,4,2,278,330,154.60649847984314,2975
7,3,4,3,282,330,152.97983121871948,3000
7,3,4,4,297,330,213.30328845977783,5150
7,3,4,5,268,330,156.87070298194885,3025
7,3,4,6,292,330,120.86637115478516,2275
7,3,4,7,287,330,126.93592977523804,2400
7,3,4,8,298,330,194.36039638519287,4250
7,3,4,9,286,330,354.84519934654236,9200
8,3,4,0,380,495,698.7180211544037,6700
8,3,4,1,362,495,688.4382817745209,6725
8,3,4,2,427,495,391.48875761032104,2600
8,3,4,3,393,495,460.0148615837097,3350
8,3,4,4,420,495,695.0850605964661,6300
8,3,4,5,400,495,635.8796882629395,5700
8,3,4,6,401,495,372.9665184020996,2450
8,3,4,7,379,495,774.4854774475098,7700
8,3,4,8,425,495,419.91122341156006,2850
8,3,4,9,399,495,488.37308406829834,3975
9,3,4,0,542,715,2080.9552760124207,8425
9,3,4,1,542,715,2244.7435982227325,9100
9,3,4,2,582,715,1013.8115668296814,2825
9,3,4,3,581,715,2103.3359961509705,8025
9,3,4,4,495,715,1258.6819245815277,4050
9,3,4,5,485,715,2265.598440885544,9075
9,3,4,6,564,715,2595.181146621704,11275
9,3,4,7,579,715,1383.554205417633,4700
9,3,4,8,575,715,2137.386355161667,8325
9,3,4,9,551,715,1878.8609430789948,7000
10,3,4,0,679,1001,4722.868212461472,7525
10,3,4,1,739,1001,4564.1253781318665,7400
10,3,4,2,712,1001,3210.904987335205,4250
10,3,4,3,723,1001,3501.107202529907,5000
10,3,4,4,713,1001,4883.5408935546875,8000
10,3,4,5,723,1001,5152.307413578033,9100
10,3,4,6,692,1001,2730.13845205307,2850
10,3,4,7,700,1001,6874.991956472397,13525
10,3,4,8,681,1001,5554.113928318024,10175
10,3,4,9,768,1001,4503.108386039734,7550
